Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,22419.6948211313,22452.9823753273,24292.5802304835,29633.6789794897,33803.3095951203,34773.1501479027,36474.1595859967,41561.2005095485,45519.2968812949,41740.2430343475,40677.9851405443,43848.106054888,40872.3624615688,42605.0443782179,43068.5487241739,36652.9223052178
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,14350.6158563333, , , , , , , , , , , , , , ,19500.1008550573
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,4135.99238007722,3993.03133624881,4141.43436559775,4933.46216999793,5739.61320363785,6891.36192038265,7221.36987650987,8458.3091787108,10254.1719573595,7721.01895290081,8849.32260799167,10809.6849503904,9813.50574650818,9683.58161951252,9663.42411002585,7384.70070393071
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Gambia, The"",GMB,594.149388499649,505.421636114705,411.771893943142,335.906216950504,642.756218338464,665.720215700547,662.362877179135,780.381050920518,924.509874593614,833.28136036521,860.636433851486,762.763117720034,742.777628631243,700.516042152833,607.429904651813,660.723571244322"
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,749.908534993961,801.990413888373,853.516453713318,1010.0079801313,1305.04748557208,1642.76093756395,1996.05712927664,2635.35388202963,3324.73587905411,2822.66743023352,3233.29594347421,4021.74330617286,4421.81824228013,4623.74572473419,4739.18833846421,4014.18594419329
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,23694.7604830673,23628.3272122367,25197.2656001848,30310.3575963774,34106.6581224001,34520.2396492496,36353.8803343631,41640.0808695147,45612.7106221441,41650.3678297162,41572.4559481507,46705.8957963353,43855.8544658618,46298.9229177341,48023.8699845462,41103.2564363768
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,258.471039929679,269.014984764581,304.564635977066,367.821362113662,417.508066727662,492.54405617264,913.393849309942,1081.16631826269,1217.06443549146,1077.66205832571,1299.34521164062,1549.46271883345,1587.56093185809,2361.09032388366,2012.26424719728,1774.07477092508
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB, , , , , , , , , , , , , , , , 
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,12072.9293569196,12549.036894906,14177.5721592705,18518.3788387396,21995.477943746,22560.1472939077,24821.9367451879,28863.9732885018,32127.9831943287,29828.7560245271,26716.6488260274,25483.8825644931,21912.9982879517,21787.7877636035,21616.7100094908,18083.8779056547
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,19004.1072910304,19275.4733376066,20652.8783287878,27459.7627839484,32023.4522076237,32489.7819085278,35458.1231210482,39780.9514445753,44367.0556497873,44918.5648770756,43988.3324931946,47186.9814680048,45936.7659516989,47535.5899453685,50484.9275739023,44536.4013080999
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,5056.97725886957,5041.01223518709,5213.79564944542,5682.70537780071,5741.65365795136,6645.98554869724,6658.22358599046,7212.98681909237,7832.34908101916,7290.83493771026,7258.16656084855,7291.74166956273,7444.08907474276,7789.63235505594,8370.04047206067,9096.53865246322
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM, , ,21594.0396887506,22628.278691123,24472.7820157628,26596.2147898438,26713.0583867531,27680.5499597099,29288.7818557946,30320.538585209,31040.0842955613,31210.4702861795,32908.3067691731,33656.4535735436,34843.2055749129,35829.2503598989
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,1664.29895827045,1550.36036555447,1682.99450068936,1737.87928692973,1859.098363351,2068.50012859333,2251.08796275499,2490.74912665208,2802.46196190125,2651.81712283814,2852.54732650116,3228.0457411296,3355.03691881272,3522.77370621475,3779.64233613025,3994.63691288475
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,363.482279266615,336.154020658897,343.602631207699,393.739689850048,407.300975937447,322.415540033465,453.403713310942,659.992930975674,715.096526700444,674.085482596146,672.424930359396,651.136113367998,717.050535937992,769.003166697833,787.238564407157,769.255475432822
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,308.910318401872,319.957449358104,333.058579332506,372.056194872066,405.075118373342,436.475220248958,430.003940275091,493.721993219248,599.995237190988,559.414570857329,558.174668134758,703.66056725746,616.37566403413,634.662039138969,623.313091387687,603.399381547733
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,954.400318095334,955.665380611907,974.949193282042,997.211372858551,1056.42388561094,1105.50682477118,3188.67316016589,3658.47996657813,4050.78623700136,4233.76614276173,4580.69876204788,4908.56644826434,5378.81087848265,5489.14072551384,5407.14736611728,5576.82585151355
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,805.025632473004,735.521117948839,692.030162929914,542.333596073937,667.282546430327,781.276657785884,804.524511910761,1002.88848691754,1086.93819183192,1183.60485420762,1191.97266373335,1287.95465003201,1337.33594561281,1432.83761766692,1435.13647023104,1386.85419078846
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,374.084807540271,353.593795941644,369.968949886844,407.005929631146,455.97816799478,509.408659232528,584.165888219158,681.346748146828,788.339488231898,775.554346684538,833.390287653644,908.256505925906,916.195272299863,991.374996400154,1024.1892218116,965.769550101732
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,25224.9637899144,24822.4260098061,25723.7291265166,28653.8671033558,31694.4102613267,33295.5282217745,34919.6749300036,37953.0334455438,40116.2261505673,37307.3337788378,38836.6711310629,41742.1587271303,41524.8892400313,41805.7511152502,42455.8235365012,39847.261775534
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,1093.10810013815,1133.18637171644,1134.06444483715,1158.17808340909,1217.81802119982,1308.09196975644,1430.05761350212,1583.04745080536,1739.35337734076,1789.70555323308,1904.34715184132,2088.3155465311,2144.34236301027,2102.59244935157,2206.05439745471,2302.20441093316
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Hong Kong SAR, China"",HKG,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.1003722551,26649.750801707,28224.2150609389,30594.0178410231,31515.6627713018,30697.340383517,32549.998231121,35142.4879344543,36730.8767001128,38403.7777145477,40315.2855640552,42431.8882817277"
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,4624.28165670295,5276.03318905496,6655.33300865319,8421.10331316153,10303.704193626,11225.9325815328,11493.1004118789,13944.9710132004,15777.1920232033,13081.7926445778,13223.0830027699,14240.2575010219,12989.1802815896,13719.9505393621,14298.833667395,12720.7120220668
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,1467.45532011106,1468.68359761598,1474.61642748741,1639.98111342312,1933.95090947745,2288.20844275706,2685.97583599395,3302.73730000928,3924.50088838119,3768.85881383399,4539.71471942632,5319.54773706106,5594.61308923904,5844.71035423873,5980.85338732097,5547.67960198438
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,32096.3722613695,28897.4439396908,32409.2161491753,39476.6978486684,47334.9306537723,56794.8501588953,57492.9342498703,69495.7267376825,56943.3704468563,41301.273219718,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,1260.79004476277,1257.73118177846,1265.20019100399,1401.81708619868,1646.569514979,1938.86412997676,2270.22133206613,2769.59163583207,3279.62166548516,3146.43407774369,3759.97121988779,4343.99624780833,4552.29184868827,4751.11699123769,4859.13548899751,4509.58986774247
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,573.992377028281,559.67318375783,604.230969452289,663.9363820141,789.595556634553,922.370976132162,1127.25306152965,1269.45598297563,1472.75135594425,1363.65651736468,1556.63014704588,1742.58963530391,1882.6813018219,1997.46802075499,2093.79219462736,1972.14715286671
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,459.586142267623,453.274468668583,465.997020673563,502.36029574239,563.880109605668,633.347837660859,710.934519742225,822.467394846487,963.664345347452,971.291533362749,1069.97600108534,958.790464182684,938.739035303678,997.036903720709,1041.97787322696,1024.88610468594
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,496.90406611793,487.859169224006,511.370140498095,555.480662345395,638.472081271393,729.105957985331,849.505620504076,971.101315188662,1132.96546518628,1101.69632137224,1232.05591246164,1220.83348166782,1254.82705273956,1332.40037785955,1394.91775490272,1342.99940360811
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,443.314193811316,451.572997293746,470.986786810734,546.726613494985,627.774241726543,714.8610153644,806.753280628799,1028.33477194577,998.522341514181,1101.96083821252,1357.5637268318,1458.10406619579,1443.88243476138,1449.61045069641,1573.88564182956,1605.60544457087
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,780.19020467518,748.257608719846,900.177588137897,1065.6485199064,1150.26136651088,1263.28733171098,1589.80148866142,1860.00281113287,2166.85423141608,2261.24730903274,3122.36267319362,3643.04717619274,3694.35933980214,3623.92724054274,3491.63749125449,3331.69511469189
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Iran, Islamic Rep."",IRN,1670.0096735653,1909.41230644823,1911.67864944298,2253.93583450566,2756.19882213993,3246.05112244352,3774.35805548168,4904.6661830977,5717.31414752978,5709.94829332501,6599.66093791004,8389.27391286979,8525.76813627627,6443.02978533072,5943.04810717544,5200.68078673413"
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,2058.26440082449,1494.38880236281,1320.73470598956,854.825280833723,1391.96348940291,1855.52234835917,2373.20944765192,3182.8413509962,4636.63932484705,3853.82862013793,4657.28026921588,6045.4945669195,6836.07399513338,7076.55226525188,6637.68437454551,4688.31801743466
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,26334.5672050501,28282.409882073,32705.4345565698,41203.5295847568,47754.2023194244,50933.0216095589,54329.1618599624,61396.417461176,61353.1065629523,52133.0906162544,48655.3661626634,52177.1126832014,49026.0230672702,51533.0345651701,55599.850799684,62012.4849258149
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,20322.6820152294,21351.116935905,24864.4362949409,29522.2777941644,35494.6673353434,37766.6795361987,42107.8372346818,54196.3017277391,70986.3013336808,65029.0197548044,69767.343364103,77349.2252431953,79148.3322507324,83357.1326843437,92334.6463139171,85126.9704694293
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,21061.4822833993,20316.2480483237,18439.6461555058,18991.3798529841,19910.6106710093,20585.1386127162,21853.140239801,24952.5475909074,29650.7702509045,27780.4637181529,30780.0238155167,33775.5120004457,32667.6068723254,36499.4561082284,37847.6499432106,35808.4364289727
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,20137.5912217673,20500.9543995672,22376.2978989329,27526.3224609957,31317.2007943296,32055.0920757503,33529.7266014361,37870.7475070969,40944.9124194678,37226.7571935402,36035.6449950691,38649.6394836789,35051.5212697703,35560.0814062288,35565.7213771496,30242.3861352184
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,3392.12387809462,3437.65551653148,3609.20333117426,3480.5116649541,3733.7986713285,4103.6016371324,4331.29205282124,4623.74789719712,4928.12640901515,4335.17841077413,4704.04775962425,5111.46598710697,5209.85926362567,4989.73408891012,4834.28400949801,4907.927415189
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,39169.3595701504,34406.1824638092,32820.7936433254,35387.0374203599,38298.9801712303,37812.8950199948,35991.546002862,35779.0245416427,39876.3039685725,41308.9968370512,44968.1562349739,48760.0789494211,49145.2804308193,40898.6478964744,38475.3952461838,34960.6393843385
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,1651.6217976912,1720.36142731527,1802.05506415969,1876.25933833432,2044.96372271857,2183.39464250953,2513.02873201623,2735.37876694903,3455.76995322946,3559.69210151978,3736.64546207921,3852.89002548782,3910.34689406377,4044.42686891185,4131.44735046027,4164.10876894014
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,1229.00124667231,1490.92708987166,1658.03078544636,2068.12397936842,2874.28848272999,3771.27895733845,5291.57530451457,6771.41479681885,8458.01715432982,7165.22317483703,9070.48825285747,11634.0012021103,12386.6992652963,13890.6309562926,12807.2606866152,10510.7718884149
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,397.482658777519,395.329471608887,389.542630201236,429.787818950371,451.668766613608,511.616394301253,685.954422921829,825.666554958746,902.06995780481,1035.33878664497,1080.29618449063,1085.48715171437,1271.8153829134,1354.8208334252,1462.22005213295,1464.55400904329
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,796.803203566513,735.069106401359,826.916865314112,1015.6670058538,1131.15250359655,1214.63560321853,1168.47330173558,1374.39519895558,1428.13497671411,1312.02345524749,1508.78974534279,1724.98025698315,1782.92495092646,1710.59293651984,1625.99130015561,1535.16278257963
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Korea, Dem. People's Rep."",PRK, , , , , , , , , , , , , , , , "
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Korea, Rep."",KOR,12256.9935679503,11561.2483689073,13165.0657360554,14672.8574703505,16496.1200942502,19402.5026259549,21743.4774514254,24086.4104391677,21350.427979823,19143.8516053025,23087.2256438476,25096.2638838239,25466.7605170594,27182.7343101936,29249.5752209742,28732.2310762599"
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX, , , , , , , , ,2965.44991493706,2847.55533886408,3009.55933383867,3540.89178881291,3410.85977956608,3704.78422059665,3902.67601270818,3520.7664492744
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,18440.3785212446,16587.2486486214,17846.3761640299,22148.378150112,27011.6539985998,35591.0371337921,42781.5647521665,45782.1485715013,55494.9300965412,37561.7259257377,38577.4982788212,48631.7834045849,51979.1206895335,49388.0533799687,44062.3409134598,29869.552753237
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,279.619569260939,308.409611591149,321.727033227846,380.506432394744,433.234976590867,476.552129968975,543.110702403072,721.768690838857,966.393627185372,871.224389337854,880.037775119109,1123.8831680627,1177.97473487848,1282.43716202467,1279.76978265986,1121.08283510739
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,325.186937142965,326.941786715295,320.061459657186,362.821413486106,417.929168487738,475.610796203932,591.000192026606,710.376406739149,900.738763855308,949.178381146866,1141.23570253091,1378.49849195356,1581.62871010675,1831.93691581168,1999.95820314913,2140.04432280044
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,1664.13590849375,1707.87662502623,1798.20587169563,2035.25888390838,2430.85553156568,2914.62750399547,3495.36025085882,4376.79395732581,5407.31153948379,5192.37834922376,6208.82226457595,7517.38134629552,7984.73457702361,8544.0761741692,8810.52069614056,8208.05187328733
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,4400.69387272607,4246.13210140375,3761.01846119806,3787.75945285522,4308.29282222744,5144.01696160169,5948.48862191655,6925.64620415483,7957.75674655501,7392.28783271815,9063.94338443542,10202.1857838851,10198.3620274421,10338.4246094191,10431.7126226062,8629.00960471388
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,4199.34193537361,4025.35081246262,3569.39549403904,3602.71177421627,4059.98020883123,4856.04575075804,5599.17124735602,6539.23454845269,7478.33205093682,6863.89042267568,8498.59785421372,9824.18636798395,9667.27149717744,9815.81625259387,9755.44855665976,8203.00386382518
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,4313.35349498815,4138.70330922981,3632.52182620168,3650.74300653787,4171.21731999563,5013.35469087782,5821.94060436732,6810.98987710067,7862.13030912262,7277.90919500531,8988.80763441214,10137.848282808,10124.0375657864,10260.5058156794,10349.1233949743,8480.62583140115
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,3361.64086880275,3578.00190041351,4136.93329688951,5145.19523190241,6378.66652057115,7594.90238431362,9723.44690174779,14113.5291277327,16467.1436879405,12331.9285524089,11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,330.929093386822,315.35468540707,333.604187944507,364.645989702008,411.371103195653,474.668063222599,537.512922018524,630.29539124104,751.266942388591,739.252312807223,820.369058300694,930.230952050488,955.345031911494,1017.03363742845,1067.95198501245,1009.42456360179
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,4491.64193430433,4422.38929245061,4579.45959271967,4576.38761739193,4630.79058524604,4575.10745896031,4626.85300341662,5207.79272300926,6111.32728102035,7354.95360478492,7761.64148945415,7675.30893971499,7948.68544895115,7928.28957010489,7681.65794445012,7643.00871833192
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,436.488137266071,405.605712148955,382.189608635899,573.651778082285,753.375904380843,842.812630961302,904.606129755869,846.542320764829,889.134285513762,874.729860474201,1119.84364083093,1287.26953644869,1229.63623247423,1166.9117557183,1194.5756269342,1146.06468787308
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,306.833864207408,306.710251570113,306.473939631577,243.089577534363,286.064725253488,294.893220066163,336.11567425435,396.601761281558,478.399540115575,470.948121388477,513.44556667507,596.89663532503,675.010191838695,747.868660136896,739.91193501652,721.581050523128
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,7142.77178555264,6266.4898210897,3703.04295219909,4673.14557574043,5800.58882597707,8163.00937006792,10207.955983076,11387.0861879212,14311.2387285412,9913.65182352969,12162.6687120117,7709.94039668605,14721.8692372542,11921.9082821252,9017.93368003086,7590.44298074577
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,74853.938729354,74287.4133739546,79345.7524725702,89859.8653728723,100289.243002178,105399.260494824,114374.246536419,130655.636959737,143264.059432586,126096.610425402,141192.534673018,158130.45751887,149010.224898665,173030.208279363,178864.851913785,167313.266280449
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,3293.22997867086,3525.79363185461,4141.59270180102,5499.42898911387,6700.32719189382,7854.76527867855,9230.70798102521,12285.4470537014,14944.996652175,11820.7761591359,11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,1193.11207823719,1186.90694601289,1199.69554248195,1332.78936552487,1560.39578017615,1832.5293478577,2145.01566518131,2613.85831416227,3086.45535576938,2979.63774963515,3578.02212679251,4167.51027632496,4375.13354981074,4570.56379076939,4661.974204027,4366.05109904441
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,481.416101918661,468.86579269388,487.983221403507,518.951958982293,592.66755024631,688.859812508195,783.266005610004,914.060406887269,1066.75078313999,1057.70992162035,1162.62290367879,852.049894522852,788.195782278989,789.200761994007,821.336181323024,791.710026392794
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,623.533387899007,626.303880198564,658.424131339019,743.200999884499,846.994794198556,966.93139656353,1126.10736819189,1360.7425786098,1516.92104177606,1520.38739661463,1828.25209206876,2069.30548053248,2138.96515283971,2141.51831890159,2191.98587225912,2109.33450010224
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,48659.5988753233,48440.1420151355,53005.7339209179,65689.3214536911,76544.9170868473,80988.1376230858,90788.8004876145,107475.320297978,120422.137934157,109419.746953106,110885.991378721,119025.057203467,112584.676270958,120000.140729859,123678.702143275,105462.012584423
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Macao SAR, China"",MAC,15835.9910148095,15665.2979678214,16424.9321125729,17921.1045739797,22568.3101742114,25183.132681202,30121.5604253322,36550.5051618973,40810.8280358493,41010.0682589849,52473.1909904323,66891.2819664822,76572.1517871286,89260.7571041005,93022.8751422537,74818.948126372"
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,293.607157402594,334.441617716753,319.216378750957,368.797236936755,284.48772631736,319.537475081164,338.751198261085,438.65551579131,536.351401658402,467.539783382237,471.959211584451,531.265432100354,518.152812673554,541.065943700616,530.861038866614,467.235431614314
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,156.385816790286,150.148942630026,298.433410422534,267.399011935959,282.567107568989,289.555214787188,308.163618229107,332.259094554424,387.60572119129,438.211856815356,478.668688469613,534.951050199388,391.561705197224,348.429873679261,371.269521706741,380.596987683774
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,4043.66292312877,3913.42938647946,4165.72610363859,4461.84732546759,4952.21395799046,5587.02477972975,6209.12616705899,7243.45680069813,8474.58776222379,7292.4949731478,9040.56849464524,10399.3702125714,10817.4317100783,10970.1042996033,11319.0619448482,9955.24272167626
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,2234.59586137462,3038.7814166818,3049.20798137227,3476.00627289952,3941.43113584887,3640.0121322011,4809.93374014089,5574.40198148264,6614.23617985838,6636.54387067016,7076.73982087196,7291.46596660877,7265.72339947372,7928.47644265061,8499.30714783649,9033.41027034576
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,270.54300662038,307.705828628661,336.417174463803,393.406755200447,440.958422504401,489.022855550956,523.042983340678,597.479815741888,697.0878037418,701.712005469988,710.274303600905,837.605775285898,778.625210866217,805.033940730156,848.278991630744,751.472889186889
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,10432.3281192942,10402.233373566,11289.889843514,13669.497117709,15197.056707914,15888.1723209834,16723.8841811168,19485.8711939782,22205.3568142179,21083.2771462998,21799.1742559798,23155.5547893882,22527.6367563271,24771.0765781929,26754.2684451944,24921.6036820869
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,2272.67801552587,2389.06070685262,2515.62404521845,2457.6545403535,2431.166018063,2471.35204589464,2537.71720613288,2646.87399636013,2704.46355446355,2662.33401475424,2846.06554177534,3046.29007147406,3181.62470023981,3246.63024959163,3185.26135389889,3199.88684631989
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,676.569022381448,646.1151155329,639.667582877101,717.899867608237,803.777915575114,970.842360719242,1259.54150505961,1357.12428510502,1579.51154806573,1389.33853309998,1610.92063018438,1879.77024294482,1815.21893947923,1892.09609782498,1677.10901942794,1524.07331727933
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,3929.07549503364,3856.62522686864,4018.94889731864,4793.71817900161,5388.06578367365,5282.90602155635,5695.96932704928,6574.65433811493,8030.06300537304,7318.12640972422,8000.37643182154,9197.02697152061,9291.22761861899,9637.00265000958,10153.9382184867,9260.44730250635
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,7157.81449985734,7544.56872335784,7593.1373448964,7075.36964299974,7484.486398707,8277.67156384567,9068.29421839425,9642.68051672231,10016.5712139986,8002.97217765844,9271.39839576997,10203.4212952716,10241.727828043,10725.1835873796,10928.9160089988,9616.64555810607
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Micronesia, Fed. Sts."",FSM,2171.88957683534,2248.49211533078,2265.94410756164,2295.86817833156,2253.1137454982,2358.1466999576,2406.11441152466,2458.65839413263,2541.26162493119,2721.97609035554,2885.30549185744,3009.25682468487,3131.38671463839,2994.79239440343,2971.51260191356,2906.61701228808"
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,3318.57082000142,3240.49703526865,3163.88318728096,3442.68366610441,3988.3681120443,4704.36998956958,5399.77714952437,6243.04902102041,7617.93015762614,6734.13742967029,7703.87857342761,8518.29770553505,8992.17169440284,8666.91024022152,8540.73720649928,7375.4647556023
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,1904.94997652209,1892.54713316382,1809.61601899548,1942.42914322106,2268.07367647223,2631.70499088203,3015.26541640262,3613.76048404062,4380.66505442723,4191.90976870561,4748.30615102873,4822.02701779767,5092.95554413995,4601.10314035132,4452.59396420929,3931.55627842464
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,1909.48379762542,1898.48398744344,1816.63740835585,1949.84805681814,2277.31471365591,2643.68966854293,3031.31579592297,3635.59013121259,4407.19359474437,4214.73897421811,4773.52366272953,4844.53250173857,5116.59518402617,4616.20005048588,4465.58777681331,3939.38409115992
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,1255.77433068183,1251.03026886835,1264.44667933356,1407.87505481814,1651.07168545744,1941.45714746174,2276.73725468587,2780.75144799455,3288.00379041815,3174.71771665529,3826.33532930538,4510.25094099958,4750.53774365643,4971.54430517873,5074.93248366245,4755.93561006956
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,440.672030653269,507.557658390849,570.972645432751,682.525508823377,897.449958810326,1034.70705816743,1183.37921117185,1531.68547618214,2111.20149504197,1899.01011658378,2437.53768326452,2942.25280705506,3045.73061215068,3322.04998035759,3328.79433016779,2732.46072997894
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,82365.492364536,83724.465911527,90506.8595058764,108656.802575207,123523.493238604,124197.275382905,134048.621858085,169966.306938019,185785.725924897,154775.380774218,150737.892475253,169016.196065279,157520.219426533,177673.74536842,189432.370013147,165989.505113832
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,474.217094319837,524.054008363595,571.594978994912,646.192471046652,797.977726310822,998.829388045669,1334.21272417801,1632.72758172733,2136.56240185072,1714.3618273845,2643.28708316435,3757.56541460408,4351.88846071215,4366.08953699572,4158.52147149753,3875.32167504717
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,1627.07263304394,1909.59870186179,2106.6350684523,2789.15906483509,3380.16512135859,3674.6179242797,4425.67887307803,5976.39414454596,7367.75190910882,6727.10776676969,6688.48239970574,7328.93225247529,6586.7212793222,7188.86244459584,7387.87103632234,6517.18961381857
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1334.94348144531,1339.29406738281,1416.48840332031,1725.45751953125,1952.90258789063,2018.02551269531,2196.01123046875,2499.26000976563,2890.36059570313,2866.92407226563,2839.92602539063,3046.94775390625,2912.658203125,3121.68017578125,3171.69921875,2875.25805664063
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,319.359620843667,296.268406913079,302.545233699878,326.075190861329,383.270221899038,416.809824183966,435.334063299058,482.198563648376,563.649634288657,520.402631609141,471.904360009894,594.586148490103,657.645036275496,664.077265653931,673.969476342085,589.85943137707
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,146.604578778661,131.715298215255,128.099701845089,161.055523608734,193.368765760833,216.311501416722,240.624014213031,314.202294226442,460.908889194564,586.168180241432,746.945359978558,1061.34442894693,1134.30222376609,1168.16545347384,1210.09765357091,1196.74333308526
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2185.60411519312,1950.64853633254,1808.88489938555,2621.7003949742,3464.41822576337,3739.53171740574,4059.10134796275,4405.41039870917,4212.36719718502,4295.38714334121,5394.99671166874,5806.74824605351,5942.29273974027,5392.09493825634,5469.90140003637,4896.61526001377
