Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,18012.5021948953,16472.0032948215,16850.3940790817,18560.5035016224,21902.0271176465,26105.4220290571,30979.9628427354,32663.3923711414,37934.6764481019,27956.0051426256,35270.6421390658,47055.960643203,47739.5576931563,44740.8594244355,41725.8675220155,31164.0362528468
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,1621.24296080247,1770.91353394746,2092.95769387611,2719.49765607059,3389.70704883102,3899.90763774017,4523.0508329806,5885.10434781837,7265.73549682997,6988.23332468094,6853.00285388669,7849.16528274432,7432.47876568071,7681.93461995882,7901.78587639382,7074.68102325059
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,255.718687257319,267.097599629023,294.665388546593,374.627357970473,418.37666028192,457.933430763383,473.449868166334,535.062279451535,643.404581023036,624.175164544582,647.836095537879,751.172770411005,758.000426972403,787.469438309085,792.84623742527,653.32726813947
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,136.46397080034,134.363426917623,123.117536141087,113.567251308875,128.336702810905,151.681566343002,167.376462504995,172.495596648941,198.352851736367,212.137057219997,234.235538877634,249.577979366801,252.362469586451,256.97369793085,274.857836231788,305.511144099475
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,1259.35306724402,1292.22651152195,1401.89107297649,1809.11002984768,2024.26638129338,2099.14841708582,2361.38010115423,3186.77993467023,3721.21999284574,3517.43015558829,3378.3234334576,3740.37410269948,3447.48310007387,3616.03556968932,3588.62558418407,3043.03138156811
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,300.613679010462,321.150223642203,338.987477292196,362.335482179797,408.513638761735,474.111192071079,539.750328907744,631.525257592679,745.609126957526,738.054731249444,785.50266705782,882.275613986604,950.880345993697,1013.42053550135,1093.49597573908,1162.90499489402
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,681.102042961201,687.648134393621,759.111851391454,950.564863700067,1090.78533201113,1100.17492617744,1147.4365999036,1277.51680707357,1439.5478041268,1411.47457192714,1352.30227450638,1465.14578817708,1403.52291521783,1527.75125667954,1604.21403479187,1382.5097900241
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,24271.0020563821,23822.0601178964,24255.3385818322,28300.4630963791,32143.6814078562,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,5258.30631040722,5379.45947523716,5605.43480993841,5951.05540903911,6464.67112791703,7260.7958994544,8206.16234157104,9060.80402067854,10234.8099555091,8588.7150627434,9263.02959117107,9929.77086184186,10200.0202818354,10321.2403217316,10402.3136658726,10181.8061569933
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM, , , , , , ,82801.5434668214,85433.0302798866,85188.3360285903,77400.4223698874,73351.75776478,72329.6622984,72777.1478369284,73514.6696504991,74990.4327442868,76284.1942951101
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,251.832764026789,250.576194304531,261.976420476007,294.321327687009,321.312654091098,331.294821098185,354.986192001824,404.909402958549,466.472320325332,476.616262813476,488.421735800876,551.749721946219,565.80120711394,380.29791114378,424.449131659484,377.422917680195
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,3949.43197046066,4354.67980482936,4940.11014435571,5947.4261613792,7177.69291537817,8363.20159258333,9481.91681417883,12021.4524133531,14599.3197480112,12317.6573407904,12623.5603867693,13912.67052971,13020.7438173854,13718.1839991524,14164.074448906,12522.6610570363
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,166.175708881786,197.146082103195,221.416536911391,292.600880182047,454.336365239401,658.566973042801,710.396398684645,799.603741996266,929.382751892261,803.686388398795,892.568869694168,984.736130484829,967.352948812122,979.811742616759,1020.28797948927,776.019752284262
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,43380.8029830685,41807.079018288,44544.3645088747,48861.0256251918,56753.205046999,58199.1605496003,63244.925375939,74463.0159204917, , , , , , , , 
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,5100.25413288222,4609.21396034224,4481.83125502139,4827.08337797237,6186.66271596597,7558.37175410092,9406.58448549129,10439.428464249,10752.9723000388,10151.058524965,12724.10406267,14577.6326608147,15354.6184041413,15777.7815089667,14606.9967241905,13495.0106099649
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,959.372483635864,1053.10824300262,1148.50829043887,1288.64325183475,1508.66809788453,1753.41782926104,2099.22943460734,2693.97006340427,3468.30460207977,3832.23643246922,4550.45310775599,5614.35213522114,6300.61511825789,7020.33848453658,7636.11660125502,8016.43143498003
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,2520.48108876016,2439.68245582205,2396.62712731836,2281.40176243006,2782.62318502156,3414.46515834714,3741.09283661273,4714.07305530503,5472.53652992425,5193.24145795078,6336.70947398466,7335.16693447605,8050.2553716705,8218.34784431476,8114.3439208516,6175.87602970258
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,647.425811810504,680.905572824133,747.9888625038,937.710896345202,1061.07554752819,1069.02942631854,1114.94528131922,1240.09252846752,1393.21603163764,1344.73040600031,1316.49121286421,1447.94514377496,1403.36025196698,1505.33729247147,1513.8303792438,1242.58560784999
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Congo, Dem. Rep."",COD,405.216218582649,153.591044080197,175.009951043154,173.796125167459,194.040002646806,218.386226715772,255.433043197206,286.330472470967,327.563721821663,298.619691614791,334.02157774666,387.082476958569,424.60037381496,457.963747509632,486.787095119436,497.317039077365"
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Congo, Rep."",COG,1032.137575841,869.100509658205,916.588002746542,1028.41517522533,1326.59660693454,1835.60990812416,2155.40635716309,2265.84745323119,2904.12449601328,2345.56373527156,3076.55644910171,3562.21761464661,3922.86884155231,3884.85068638902,3781.51573466687,2448.52377758887"
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,3789.05388636246,3960.30770307437,4042.70568601112,4147.82436893773,4404.71188429689,4676.37936564326,5227.46595193036,6103.74191702863,6901.38830612557,6801.0367345982,8227.12749376825,9229.83451670274,10075.0046155772,10744.0910189401,10847.1696673041,11642.7780517123
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,1007.46738950787,997.478784298968,1047.75226537277,1207.51264780389,1308.28781982945,1309.59165283165,1347.98882431501,1500.1678051495,1738.19210063228,1689.34476162095,1701.47570153451,1744.93889693088,1684.78158626771,1935.94684530882,2156.64588308807,1972.54568305836
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,4887.71371564115,5412.92513590593,6293.22529907248,8129.79458409902,9747.44077059414,10621.507456753,11797.4744733882,14046.3168101588,16416.5868076948,14653.0435549819,14067.5231191915,14757.1803401768,13401.6566203283,13837.7316376587,13762.3728630599,11933.3773788281
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2747.10030348478,2837.73573008299,2999.24176296717,3197.13318464341,3395.71084290657,3786.66345042341,4336.63802470136,4822.88739601325,5010.4347148258,5120.06423622034,5305.88357790134,6139.71878325885,6497.31476421306,6837.71167985881,7133.33767875907,7694.01463710941
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW, , , , , , , , , , , ,19446.4565747102,19886.6783682132,19762.739621629,19552.660553207,19260.269845345
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,14388.34765625,14821.447265625,16093.21484375,20252.23828125,23792.62109375,24959.259765625,26729.32421875,31244.92578125,35397.36328125,32109.2421875,31023.638671875,32396.38671875,28912.15625,27729.193359375,27163.33203125,23408.3359375
GDP per capita (current US$),NY.GDP.PCAP.CD,Czechia,CZE,6029.03819275358,6637.04165713981,8060.86870292424,9818.56849307488,11749.8526643577,13430.6698955613,15261.7975911138,18466.5479299216,22804.5776774507,19861.6974295256,19960.0684872157,21871.2660754128,19870.8012123403,20133.1691431353,19890.9199056648,17829.6983223668
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,30743.5476816354,30751.654348268,33228.6935448819,40458.7773986609,46511.5983324305,48799.8256011275,52026.9995142723,58487.0549677696,64322.0635020842,58163.2768762815,58041.3984363385,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8563700916
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,768.183570343678,780.903961316367,791.384180673324,818.868785719334,863.236087368575,904.736679476444,967.679583807819,1052.71911700699,1223.85236343692,1267.31739354562,1343.27512498519,1451.54808090617,1559.24065068226,2312.7209484209,2464.29490507649,2652.51322808034
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,4787.80144106777,4883.00302426696,4770.85189427687,4897.30836653892,5216.87243383011,5160.88914077013,5518.42319991872,5951.86341333777,6468.94476681711,6903.14580614942,6967.36495514661,7065.46037237599,6849.45593336945,7016.380071478,7317.48614321654,7597.28889409255
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,2869.17813861021,2977.43451003068,3110.32544702737,2418.35042158878,2487.32906105687,3932.78440650852,4109.03359145391,4707.79505245725,5087.98321278434,5039.40312212985,5555.39201393816,5913.42664885493,6110.36657603383,6238.13236658362,6608.82550130065,6921.52059432776
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,1367.85707085699,1332.27429116137,1273.37842196188,1393.7044925229,1596.4278155565,1831.7955181291,2061.38123922484,2400.89818000514,2666.08339780115,2533.92124398268,3026.52049591139,3293.35076517875,3390.88813635468,3389.95390993475,3457.59848946627,3244.23703420959
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,4089.16446174242,3769.28548391654,3796.86834112731,4141.86157205643,4610.57840720452,4882.83554366986,5137.09608054417,5699.82254742359,6525.36467498784,6669.22869232025,7731.8626334469,8903.49098715573,9450.12517513162,9482.16395349482,9707.50684455441,9599.41408175118
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,954.967433717903,1007.65379517393,1105.28097355276,1239.44944142187,1426.58402066426,1639.27563375375,1958.59776543396,2457.24155806566,3084.96151257678,3321.96527747499,4012.99240167619,4869.11399355913,5385.22891874283,5891.96502785416,6301.08681366193,6511.25811795966
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,965.751348773603,1019.02708311696,1117.75772149258,1253.47547000783,1442.78057141016,1657.91824268219,1980.89347019982,2485.20926849616,3120.03224980088,3359.593936168,4058.46158879,4924.19486159731,5445.92506974354,5958.15919298037,6371.66041931644,6583.95345551637
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,1445.27932442901,1894.61619585804,2172.1018772447,2425.85184175715,2691.27768473838,3002.13860439139,3328.88415626323,3567.83718649963,4249.01896979445,4231.61923466057,4633.59128443099,5200.55510783504,5682.04610814497,6056.33121253813,6377.09392877257,6124.49088707134
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Egypt, Arab Rep."",EGY,1450.47624243298,1378.20338333845,1191.10323854218,1102.46819936156,1062.15809193398,1186.39331322717,1397.43669004643,1667.3179980551,2044.52780415176,2331.26884011057,2645.96875877924,2791.81076592794,3229.6856303038,3262.65758647104,3379.55798627058,3562.93265798423"
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,2001.54004887966,2072.3015906358,2124.10181983345,2209.4972451963,2278.4303299528,2428.56887928932,2631.82273894031,2786.15777431659,2933.3942401921,2858.48334388385,2983.2288061357,3266.01097774165,3428.40933246681,3509.52653622458,3589.04288461991,3705.57970353453
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,1725.55758427978,2313.16593689273,2744.19148324865,3618.54447564811,6152.13123760173,10963.4063784924,12857.3688248227,15908.4111920336,22942.6101005186,16668.1216976014,17288.8412777624,21641.6950791415,21711.1532298542,20390.7382585315,19394.0818360782,11283.3980158847
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,308.134186808579,316.823953429739,293.955672417246,334.585571541238,407.769076960812,388.595947483174,415.036030549833,439.8321033782,450.632398910533,595.109987185412,501.355316997143,642.508258796603, , , , 
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,4070.60902410208,4505.85833233188,5341.62894677002,7203.52303786646,8914.10355674451,10412.6443137966,12639.4000677296,16744.5844516343,18204.9664786762,14711.7352728223,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,1728.71049762741,1521.76907531716,1405.44870562975,2148.632475194,2699.13074169713,3083.83814075588,3176.69116821334,3327.44513395798,3137.38726604361,3385.85884592044,4168.48940292685,4496.61336050974,4527.56503878653,4230.17126641521,4039.15934079483,3680.34947283775
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,124.460790874921,120.765783730897,111.927225125,119.49039595567,136.466250038215,162.43272862793,194.687432935553,244.286052292978,326.436822761984,380.569003212934,341.554122699663,354.4795719088,467.07787183328,499.531530164228,566.92640288853,640.541923075422
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,20215.6340446936,20450.6697268485,22213.4240718939,27194.451566343,31006.7816534099,31949.4839198564,33796.5394646881,38717.268125611,42355.1551002282,38580.8460336337,37605.9002389586,40657.6001355346,37595.8770917292,39120.333344785,39912.4423189022,34388.2837816778
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,11683.4944142522,11785.3836615097,12887.4011671305,15628.7803616658,18159.727096775,19260.7844651826,20795.9467892329,24217.7484273042,26535.469485215,23247.4293458128,23680.2274571527,26191.5672711685,25132.530916951,26147.7010456555,26388.2237901521,22624.9153940933
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,1795.74807319066,1774.40477914065,2033.07343588009,2563.03372263433,3394.14932015545,4289.20093333684,5252.09739365077,6740.23702138981,8320.19866219536,6489.46005441397,7816.1958048206,9654.38147009763,10235.1186293454,10778.376057206,9921.60940936095,7485.82692616597
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2059.06259125328,2096.89614273466,2359.84544597356,2900.75809664346,3751.47686262117,4696.16930145589,5673.38494849802,7285.22807635508,8994.91821773731,7103.46885949562,8309.82209352,10041.7973886301,10432.4712132893,11000.6591158592,10330.8050493611,8019.8978816306
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,16947.6248565752,17199.1114452996,18761.1441303836,22968.3491203586,26308.6808049929,27344.6744545107,29093.7784590019,33591.3851191627,37050.4489182588,33484.2059573028,32970.7154673437,35756.3290273508,33158.8921437288,34578.0519280536,35286.1173778772,30485.0288067203
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,22856.7388330401,24724.4579532836,27021.8119985467,31624.5133112884,35886.9157317247,36756.121667869,42153.9419654639,48784.8905002297,52034.5790292303,48011.8931139898,48578.5968147873,52267.1231834658,50464.6586679884,55892.2870235945,60484.3407300749,53310.2620055228
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,2069.31745471458,2030.24635131517,2248.71419119053,2818.91392042135,3311.15989532504,3627.63285585254,3715.93265705693,4040.15211916504,4167.69493510221,3362.82049454372,3652.53593320954,4371.44738457557,4591.57701506207,4840.72726987242,5605.60914844185,5390.71420703085
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,24345.9148217032,24967.7925153182,26997.7529897788,32927.6802919408,37772.1781110398,39054.8504423825,41222.6020004611,48476.3927287052,53772.7942390019,47481.4845364339,46505.3031791811,51148.9316365833,47708.0612784469,49892.2233632732,50327.2402902632,42801.9081167285
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,861.880615207206,840.925675892422,806.827648958744,825.383553399472,1017.91398993287,1249.78339107074,1508.06865190428,1795.62078885707,2226.97242731192,2011.79684482537,2318.67168104477,2131.99648707886,2329.57983711507,2359.48032894864,2428.44361702328,1913.6920361632
