2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
117140723529.4;122903960204.5;92893587733.7;83620628582.1;112453382329.6;145510008134.8;183477522123.9;230364012575.7;315953388510.7;329787628928.5;393192354510.7;316482190800.4;381286237847.7;371005379786.6;482359318767.7;344340000000.1;288530000000.1;247930000000.1;204043000000.1
